Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-12 13:30:00,953.0499877929688,954.4500122070312,953.0499877929688,954.1500244140625,954.1500244140625,198005
2023-10-12 13:45:00,954.1500244140625,955.3499755859375,954.0,955.2000122070312,955.2000122070312,357922
2023-10-12 14:00:00,955.0499877929688,956.5499877929688,954.9000244140625,955.75,955.75,594587
2023-10-13 11:15:00,947.2999877929688,948.0999755859375,946.4000244140625,946.9500122070312,946.9500122070312,52029
2023-10-13 11:30:00,946.9500122070312,947.4000244140625,946.0,946.5999755859375,946.5999755859375,93032
2023-10-13 11:45:00,946.7999877929688,947.0,946.0999755859375,946.2000122070312,946.2000122070312,65604
2023-10-13 12:00:00,946.2999877929688,946.5,945.5,946.5,946.5,125123
2023-10-13 12:15:00,946.4500122070312,947.2999877929688,946.1500244140625,947.1500244140625,947.1500244140625,113713
2023-10-13 12:30:00,947.1500244140625,948.4500122070312,946.5999755859375,948.4500122070312,948.4500122070312,148739
2023-10-13 12:45:00,948.5,949.0,947.2000122070312,947.5999755859375,947.5999755859375,129227
2023-10-13 13:00:00,947.6500244140625,950.2000122070312,947.0499877929688,949.75,949.75,318801
2023-10-13 13:15:00,950.0999755859375,950.0999755859375,948.9000244140625,949.4000244140625,949.4000244140625,186934
2023-10-13 13:30:00,949.4000244140625,954.2999877929688,949.0,954.0,954.0,383807
2023-10-13 13:45:00,953.7000122070312,954.0,950.0,950.0499877929688,950.0499877929688,295388
2023-10-13 14:00:00,950.2999877929688,956.1500244140625,950.1500244140625,956.1500244140625,956.1500244140625,210615
